códigoventas,fecha,códigocliente,códigoproducto,unidades,preciototal
V000002099,14/11/14,C0014,B00NQGP42Y,3.0,1703.58
V000002100,14/11/14,C0015,B018IZ0SWI,3.0,1161.54
V000002101,14/11/14,C0016,B018IZ0SWI,3.0,1161.54
V000002102,14/11/14,C0017,B00K15Q2B0,1.0,517.96
V000002103,14/11/14,C0018,B00K15Q2B0,2.0,1035.92
V000002104,14/11/14,C0019,B00NQGP42Y,2.0,1135.72
V000002105,14/11/14,C0020,B018IZ0SWI,1.0,387.18
V000002106,14/11/14,C0021,B01DZJFWNC,3.0,715.86
V000002107,14/11/14,C0022,B015YCRYZM,2.0,962.22
V000002108,14/11/14,C0023,B01KBH547A,1.0,241.87
V000002109,14/11/14,C0024,B00NQGP42Y,3.0,1703.58
V000002110,14/11/14,C0025,B00J0O5J4Y,3.0,1206.72
V000002111,14/11/14,C0026,B01EYT1URO,2.0,627.38
V000002112,14/11/14,C0027,B00F3J4B5S,3.0,1236.84
V000002113,14/11/14,C0028,B00K15Q2B0,3.0,1553.88
V000002114,14/11/14,C0029,B00F3J4B5S,1.0,412.28
V000002115,14/11/14,C0030,B01LQV1YHO,3.0,1164.42
V000002116,14/11/14,C0031,B01DZJFWNC,2.0,477.24
V000002117,14/11/14,C0032,B018IZ0SWI,1.0,387.18
V000002118,14/11/14,C0033,B00NQGP42Y,1.0,567.86
V000002119,14/11/14,C0034,B01KBH547A,2.0,483.74
V000002120,14/11/14,C0035,B00F3J4B5S,2.0,824.56
V000002121,14/11/14,C0036,B018IZ0SWI,4.0,1548.72
V000002122,14/11/14,C0037,B015YCRYZM,1.0,481.11
V000002123,14/11/14,C0038,B00F3J4B5S,3.0,1236.84
V000002124,14/11/14,C0039,B016381QZA,3.0,1445.82
V000002125,14/11/14,C0040,B00NQGP42Y,1.0,567.86
V000002126,14/11/14,C0041,B01EYT1URO,3.0,941.0699999999999
V000002127,14/11/14,C0042,B00K15Q2B0,1.0,517.96
V000002128,14/11/14,C0043,B018IZ0SWI,2.0,774.36
V000002129,14/11/14,C0044,B00NQGP42Y,3.0,1703.58
V000002130,14/11/14,C0045,B018IZ0SWI,3.0,1161.54
V000002131,14/11/14,C0046,B016B7INC2,1.0,243.78
V000002132,14/11/14,C0047,B01KBH547A,2.0,483.74
V000002133,14/11/14,C0048,B00NQGP42Y,1.0,567.86
V000002134,14/11/14,C0049,B018IZ0SWI,2.0,774.36
V000002135,14/11/14,C0050,B00K15Q2B0,2.0,1035.92
V000002136,14/11/14,C0051,B018IZ0SWI,3.0,1161.54
V000002137,14/11/14,C0052,B018IZ0SWI,1.0,387.18
V000002138,14/11/14,C0053,B016381QZA,1.0,481.94
V000002139,14/11/14,C0054,B015YCRYZM,3.0,1443.33
V000002140,14/11/14,C0055,B01DZJFWNC,3.0,715.86
V000002141,14/11/14,C0056,B015YCRYZM,3.0,1443.33
V000002142,14/11/14,C0057,B01KBH547A,1.0,241.87
V000002143,14/11/14,C0058,B01KBH547A,2.0,483.74
V000002144,14/11/14,C0059,B018IZ0SWI,5.0,1935.9
V000002145,14/11/14,C0060,B01DZJFWNC,3.0,715.86
V000002146,14/11/14,C0061,B01KBH547A,1.0,241.87
V000002147,14/11/14,C0062,B018IZ0SWI,1.0,387.18
V000002148,14/11/14,C0063,B00NQGP42Y,1.0,567.86
V000002149,14/11/14,C0064,B01EYT1URO,1.0,313.69
V000002150,14/11/14,C0065,B00K15Q2B0,2.0,1035.92
V000002151,14/11/14,C0066,B00K15Q2B0,3.0,1553.88
V000002152,15/11/14,C0067,B01LQV1YHO,2.0,776.28
V000002153,15/11/14,C0068,B01KBH547A,2.0,483.74
V000002154,15/11/14,C0069,B01EYT1URO,2.0,627.38
V000002155,15/11/14,C0070,B00F3J4B5S,2.0,824.56
V000002156,15/11/14,C0002,B01LQV1YHO,13.0,5045.82
V000002157,15/11/14,C0012,B018IZ0SWI,1.0,387.18
V000002158,15/11/14,C0011,B00J0O5J4Y,2.0,804.48
V000002159,15/11/14,C0003,B01DZJFWNC,2.0,477.24
V000002160,15/11/14,C0019,B00F3J4B5S,2.0,824.56
V000002161,15/11/14,C0004,B00K15Q2B0,2.0,1035.92
V000002162,15/11/14,C0024,B016B7INC2,3.0,731.34
V000002163,15/11/14,C0007,B016381QZA,2.0,963.88
V000002164,15/11/14,C0005,B018IZ0SWI,1.0,387.18
V000002165,15/11/14,C0006,B018IZ0SWI,2.0,774.36
V000002166,15/11/14,C0009,B00K15Q2B0,3.0,1553.88
V000002167,15/11/14,C0001,B01DZJFWNC,4.0,954.48
V000002168,15/11/14,C0008,B01EYT1URO,1.0,313.69
V000002169,15/11/14,C0010,B00F3J4B5S,3.0,1236.84
V000002170,15/11/14,C0013,B01KBH547A,3.0,725.61
V000002171,15/11/14,C0014,B01LQV1YHO,3.0,1164.42
V000002172,15/11/14,C0016,B00K15Q2B0,2.0,1035.92
V000002173,15/11/14,C0017,B00F3J4B5S,3.0,1236.84
V000002174,15/11/14,C0015,B00K15Q2B0,3.0,1553.88
V000002175,15/11/14,C0018,B00K15Q2B0,2.0,1035.92
V000002176,15/11/14,C0020,B01KBH547A,2.0,483.74
V000002177,15/11/14,C0023,B01KBH547A,3.0,725.61
V000002178,15/11/14,C0025,B00J0O5J4Y,2.0,804.48
V000002179,15/11/14,C0026,B015YCRYZM,1.0,481.11
V000002180,15/11/14,C0027,B01KBH547A,2.0,483.74
V000002181,15/11/14,C0028,B01KBH547A,1.0,241.87
V000002182,15/11/14,C0029,B00F3J4B5S,9.0,3710.5199999999995
V000002183,15/11/14,C0030,B00F3J4B5S,1.0,412.28
V000002184,15/11/14,C0022,B00F3J4B5S,1.0,412.28
V000002185,15/11/14,C0021,B01KBH547A,2.0,483.74
V000002186,15/11/14,C0031,B018IZ0SWI,3.0,1161.54
V000002187,15/11/14,C0032,B01LQV1YHO,3.0,1164.42
V000002188,15/11/14,C0033,B00F3J4B5S,1.0,412.28
V000002189,15/11/14,C0034,B016381QZA,2.0,963.88
V000002190,15/11/14,C0035,B00K15Q2B0,1.0,517.96
V000002191,15/11/14,C0036,B01KBH547A,3.0,725.61
V000002192,15/11/14,C0037,B018IZ0SWI,3.0,1161.54
V000002193,15/11/14,C0038,B00F3J4B5S,1.0,412.28
V000002194,15/11/14,C0039,B01LQV1YHO,3.0,1164.42
V000002195,15/11/14,C0040,B01DZJFWNC,14.0,3340.6800000000003
V000002196,15/11/14,C0041,B018IZ0SWI,3.0,1161.54
V000002197,15/11/14,C0042,B00K15Q2B0,1.0,517.96
V000002198,15/11/14,C0043,B01DZJFWNC,3.0,715.86
V000002199,15/11/14,C0044,B01EYT1URO,1.0,313.69
V000002200,15/11/14,C0045,B00NQGP42Y,2.0,1135.72
V000002201,15/11/14,C0046,B01KBH547A,2.0,483.74
V000002202,15/11/14,C0047,B018IZ0SWI,4.0,1548.72
V000002203,15/11/14,C0048,B015YCRYZM,1.0,481.11
V000002204,15/11/14,C0049,B01DZJFWNC,1.0,238.62
V000002205,15/11/14,C0050,B00NQGP42Y,2.0,1135.72
V000002206,15/11/14,C0051,B00F3J4B5S,1.0,412.28
V000002207,15/11/14,C0052,B01KBH547A,1.0,241.87
V000002208,15/11/14,C0053,B00K15Q2B0,2.0,1035.92
V000002209,15/11/14,C0054,B016381QZA,3.0,1445.82
V000002210,15/11/14,C0055,B00K15Q2B0,2.0,1035.92
V000002211,15/11/14,C0056,B01KBH547A,2.0,483.74
V000002212,15/11/14,C0057,B018IZ0SWI,2.0,774.36
V000002213,15/11/14,C0058,B01KBH547A,2.0,483.74
V000002214,15/11/14,C0059,B00F3J4B5S,3.0,1236.84
V000002215,15/11/14,C0060,B018IZ0SWI,1.0,387.18
V000002216,15/11/14,C0061,B00F3J4B5S,3.0,1236.84
V000002217,15/11/14,C0062,B00F3J4B5S,1.0,412.28
V000002218,15/11/14,C0063,B01EYT1URO,1.0,313.69
V000002219,15/11/14,C0064,B01DZJFWNC,3.0,715.86
V000002220,16/11/14,C0065,B01DZJFWNC,11.0,2624.82
V000002221,16/11/14,C0066,B016B7INC2,2.0,487.56
V000002222,16/11/14,C0067,B018IZ0SWI,3.0,1161.54
V000002223,16/11/14,C0068,B01KBH547A,14.0,3386.1800000000003
V000002224,16/11/14,C0069,B018IZ0SWI,2.0,774.36
V000002225,16/11/14,C0070,B018IZ0SWI,3.0,1161.54
V000002226,16/11/14,C0002,B018IZ0SWI,3.0,1161.54
V000002227,16/11/14,C0012,B00F3J4B5S,4.0,1649.12
V000002228,16/11/14,C0011,B01DZJFWNC,3.0,715.86
V000002229,16/11/14,C0003,B00F3J4B5S,18.0,7421.039999999999
V000002230,16/11/14,C0019,B00NQGP42Y,3.0,1703.58
V000002231,16/11/14,C0004,B016B7INC2,2.0,487.56
V000002232,16/11/14,C0024,B01DZJFWNC,2.0,477.24
V000002233,16/11/14,C0007,B016B7INC2,3.0,731.34
V000002234,16/11/14,C0005,B01KBH547A,1.0,241.87
V000002235,16/11/14,C0006,B018IZ0SWI,3.0,1161.54
V000002236,16/11/14,C0009,B00K15Q2B0,2.0,1035.92
V000002237,16/11/14,C0001,B00NQGP42Y,3.0,1703.58
V000002238,16/11/14,C0008,B016B7INC2,12.0,2925.36
V000002239,16/11/14,C0010,B00F3J4B5S,16.0,6596.48
V000002240,16/11/14,C0013,B00NQGP42Y,3.0,1703.58
V000002241,16/11/14,C0014,B016381QZA,3.0,1445.82
V000002242,16/11/14,C0016,B01EYT1URO,2.0,627.38
V000002243,16/11/14,C0017,B00NQGP42Y,4.0,2271.44
V000002244,16/11/14,C0015,B016381QZA,1.0,481.94
V000002245,16/11/14,C0018,B01KBH547A,3.0,725.61
V000002246,16/11/14,C0020,B016381QZA,3.0,1445.82
V000002247,16/11/14,C0023,B01KBH547A,3.0,725.61
V000002248,16/11/14,C0025,B00K15Q2B0,2.0,1035.92
V000002249,16/11/14,C0026,B018IZ0SWI,1.0,387.18
V000002250,16/11/14,C0027,B00NQGP42Y,3.0,1703.58
V000002251,16/11/14,C0028,B01DZJFWNC,2.0,477.24
V000002252,16/11/14,C0029,B018IZ0SWI,1.0,387.18
V000002253,16/11/14,C0030,B00NQGP42Y,3.0,1703.58
V000002254,16/11/14,C0022,B00NQGP42Y,2.0,1135.72
V000002255,16/11/14,C0021,B015YCRYZM,2.0,962.22
V000002256,16/11/14,C0031,B00K15Q2B0,2.0,1035.92
V000002257,16/11/14,C0032,B00NQGP42Y,2.0,1135.72
V000002258,16/11/14,C0033,B015YCRYZM,2.0,962.22
V000002259,16/11/14,C0034,B01DZJFWNC,3.0,715.86
V000002260,16/11/14,C0035,B015YCRYZM,3.0,1443.33
V000002261,16/11/14,C0036,B00K15Q2B0,1.0,517.96
V000002262,16/11/14,C0037,B00J0O5J4Y,3.0,1206.72
V000002263,16/11/14,C0038,B00NQGP42Y,2.0,1135.72
V000002264,16/11/14,C0039,B01EYT1URO,2.0,627.38
V000002265,16/11/14,C0040,B00F3J4B5S,1.0,412.28
V000002266,16/11/14,C0041,B00F3J4B5S,2.0,824.56
V000002267,16/11/14,C0042,B01EYT1URO,9.0,2823.21
V000002268,16/11/14,C0043,B00NQGP42Y,2.0,1135.72
V000002269,16/11/14,C0044,B01EYT1URO,2.0,627.38
V000002270,16/11/14,C0045,B016381QZA,12.0,5783.28
V000002271,16/11/14,C0046,B01DZJFWNC,21.0,5011.02
V000002272,16/11/14,C0047,B01EYT1URO,2.0,627.38
V000002273,16/11/14,C0048,B00F3J4B5S,3.0,1236.84
V000002274,16/11/14,C0049,B00NQGP42Y,2.0,1135.72
V000002275,16/11/14,C0050,B00NQGP42Y,2.0,1135.72
V000002276,16/11/14,C0051,B00J0O5J4Y,2.0,804.48
V000002277,16/11/14,C0052,B018IZ0SWI,2.0,774.36
V000002278,16/11/14,C0053,B018IZ0SWI,2.0,774.36
V000002279,16/11/14,C0054,B01EYT1URO,3.0,941.0699999999999
V000002280,17/11/14,C0055,B01LQV1YHO,1.0,388.14
V000002281,17/11/14,C0056,B00F3J4B5S,2.0,824.56
V000002282,17/11/14,C0057,B00F3J4B5S,3.0,1236.84
V000002283,17/11/14,C0058,B01EYT1URO,4.0,1254.76
V000002284,17/11/14,C0059,B01KBH547A,2.0,483.74
V000002285,17/11/14,C0060,B018IZ0SWI,2.0,774.36
V000002286,17/11/14,C0061,B016381QZA,3.0,1445.82
V000002287,17/11/14,C0062,B00K15Q2B0,2.0,1035.92
V000002288,17/11/14,C0063,B01KBH547A,1.0,241.87
V000002289,17/11/14,C0064,B00K15Q2B0,1.0,517.96
V000002290,17/11/14,C0065,B00F3J4B5S,2.0,824.56
V000002291,17/11/14,C0066,B00F3J4B5S,3.0,1236.84
V000002292,17/11/14,C0067,B01KBH547A,3.0,725.61
V000002293,17/11/14,C0068,B01DZJFWNC,3.0,715.86
V000002294,17/11/14,C0069,B00F3J4B5S,3.0,1236.84
V000002295,17/11/14,C0070,B01DZJFWNC,1.0,238.62
V000002296,17/11/14,C0002,B01KBH547A,2.0,483.74
V000002297,17/11/14,C0012,B00F3J4B5S,3.0,1236.84
V000002298,17/11/14,C0011,B018IZ0SWI,5.0,1935.9
V000002299,17/11/14,C0003,B01KBH547A,2.0,483.74
V000002300,17/11/14,C0019,B00J0O5J4Y,2.0,804.48
V000002301,17/11/14,C0004,B015YCRYZM,2.0,962.22
V000002302,17/11/14,C0024,B015YCRYZM,3.0,1443.33
V000002303,17/11/14,C0007,B00NQGP42Y,1.0,567.86
V000002304,17/11/14,C0005,B016381QZA,1.0,481.94
V000002305,17/11/14,C0006,B01EYT1URO,4.0,1254.76
V000002306,17/11/14,C0009,B01EYT1URO,4.0,1254.76
V000002307,17/11/14,C0001,B01LQV1YHO,3.0,1164.42
V000002308,17/11/14,C0008,B016381QZA,4.0,1927.76
V000002309,17/11/14,C0010,B00J0O5J4Y,2.0,804.48
V000002310,17/11/14,C0013,B00NQGP42Y,1.0,567.86
V000002311,17/11/14,C0014,B016381QZA,3.0,1445.82
V000002312,17/11/14,C0016,B01KBH547A,2.0,483.74
V000002313,17/11/14,C0017,B01EYT1URO,2.0,627.38
V000002314,17/11/14,C0015,B00K15Q2B0,1.0,517.96
V000002315,17/11/14,C0018,B00K15Q2B0,1.0,517.96
V000002316,17/11/14,C0020,B00NQGP42Y,2.0,1135.72
V000002317,17/11/14,C0023,B01LQV1YHO,1.0,388.14
V000002318,17/11/14,C0025,B00NQGP42Y,4.0,2271.44
V000002319,17/11/14,C0026,B01EYT1URO,1.0,313.69
V000002320,17/11/14,C0027,B00K15Q2B0,2.0,1035.92
V000002321,17/11/14,C0028,B016381QZA,21.0,10120.74
V000002322,17/11/14,C0029,B00K15Q2B0,2.0,1035.92
V000002323,17/11/14,C0030,B018IZ0SWI,2.0,774.36
V000002324,17/11/14,C0022,B016B7INC2,3.0,731.34
V000002325,17/11/14,C0021,B018IZ0SWI,2.0,774.36
V000002326,17/11/14,C0031,B01DZJFWNC,3.0,715.86
V000002327,17/11/14,C0032,B01KBH547A,1.0,241.87
V000002328,17/11/14,C0033,B018IZ0SWI,2.0,774.36
V000002329,17/11/14,C0034,B018IZ0SWI,4.0,1548.72
V000002330,17/11/14,C0035,B00F3J4B5S,2.0,824.56
V000002331,17/11/14,C0036,B01KBH547A,19.0,4595.53
V000002332,17/11/14,C0037,B01LQV1YHO,1.0,388.14
V000002333,17/11/14,C0038,B00K15Q2B0,2.0,1035.92
V000002334,17/11/14,C0039,B00K15Q2B0,1.0,517.96
V000002335,17/11/14,C0040,B016381QZA,1.0,481.94
V000002336,17/11/14,C0041,B016381QZA,2.0,963.88
V000002337,17/11/14,C0042,B018IZ0SWI,2.0,774.36
V000002338,17/11/14,C0043,B018IZ0SWI,19.0,7356.42
V000002339,17/11/14,C0044,B018IZ0SWI,4.0,1548.72
V000002340,17/11/14,C0045,B016381QZA,2.0,963.88
V000002341,17/11/14,C0046,B018IZ0SWI,3.0,1161.54
V000002342,17/11/14,C0047,B016B7INC2,1.0,243.78
V000002343,17/11/14,C0048,B01LQV1YHO,2.0,776.28
V000002344,17/11/14,C0049,B01DZJFWNC,23.0,5488.26
V000002345,17/11/14,C0050,B01KBH547A,3.0,725.61
V000002346,18/11/14,C0051,B00K15Q2B0,3.0,1553.88
V000002347,18/11/14,C0052,B01KBH547A,3.0,725.61
V000002348,18/11/14,C0053,B00K15Q2B0,3.0,1553.88
V000002349,18/11/14,C0054,B00K15Q2B0,3.0,1553.88
V000002350,18/11/14,C0055,B00F3J4B5S,1.0,412.28
V000002351,18/11/14,C0056,B01KBH547A,1.0,241.87
V000002352,18/11/14,C0057,B01DZJFWNC,2.0,477.24
V000002353,18/11/14,C0058,B00NQGP42Y,1.0,567.86
V000002354,18/11/14,C0059,B016B7INC2,3.0,731.34
V000002355,18/11/14,C0060,B01LQV1YHO,16.0,6210.24
V000002356,18/11/14,C0061,B00NQGP42Y,2.0,1135.72
V000002357,18/11/14,C0062,B00F3J4B5S,3.0,1236.84
V000002358,18/11/14,C0063,B01DZJFWNC,3.0,715.86
V000002359,18/11/14,C0064,B01KBH547A,1.0,241.87
V000002360,18/11/14,C0065,B01DZJFWNC,1.0,238.62
V000002361,18/11/14,C0066,B01LQV1YHO,3.0,1164.42
V000002362,18/11/14,C0067,B00F3J4B5S,1.0,412.28
V000002363,18/11/14,C0068,B00J0O5J4Y,1.0,402.24
V000002364,18/11/14,C0069,B016381QZA,4.0,1927.76
V000002365,18/11/14,C0070,B018IZ0SWI,2.0,774.36
V000002366,18/11/14,C0002,B018IZ0SWI,3.0,1161.54
V000002367,18/11/14,C0012,B00F3J4B5S,1.0,412.28
V000002368,18/11/14,C0011,B00K15Q2B0,3.0,1553.88
V000002369,18/11/14,C0003,B01EYT1URO,1.0,313.69
V000002370,18/11/14,C0019,B00K15Q2B0,3.0,1553.88
V000002371,18/11/14,C0004,B00F3J4B5S,3.0,1236.84
V000002372,18/11/14,C0024,B018IZ0SWI,2.0,774.36
V000002373,18/11/14,C0007,B01KBH547A,24.0,5804.88
V000002374,18/11/14,C0005,B00NQGP42Y,2.0,1135.72
V000002375,18/11/14,C0006,B00F3J4B5S,1.0,412.28
V000002376,18/11/14,C0009,B00J0O5J4Y,2.0,804.48
V000002377,18/11/14,C0001,B00NQGP42Y,3.0,1703.58
V000002378,18/11/14,C0008,B01KBH547A,2.0,483.74
V000002379,18/11/14,C0010,B00NQGP42Y,1.0,567.86
V000002380,18/11/14,C0013,B018IZ0SWI,4.0,1548.72
V000002381,18/11/14,C0014,B018IZ0SWI,1.0,387.18
V000002382,18/11/14,C0016,B018IZ0SWI,4.0,1548.72
V000002383,18/11/14,C0017,B01KBH547A,2.0,483.74
V000002384,18/11/14,C0015,B016B7INC2,2.0,487.56
V000002385,18/11/14,C0018,B01KBH547A,19.0,4595.53
V000002386,18/11/14,C0020,B00F3J4B5S,1.0,412.28
V000002387,18/11/14,C0023,B01LQV1YHO,2.0,776.28
V000002388,18/11/14,C0025,B00F3J4B5S,1.0,412.28
V000002389,18/11/14,C0026,B01DZJFWNC,2.0,477.24
V000002390,18/11/14,C0027,B018IZ0SWI,2.0,774.36
V000002391,18/11/14,C0028,B016B7INC2,1.0,243.78
V000002392,18/11/14,C0029,B01LQV1YHO,3.0,1164.42
V000002393,18/11/14,C0030,B016381QZA,2.0,963.88
V000002394,18/11/14,C0022,B00NQGP42Y,2.0,1135.72
V000002395,18/11/14,C0021,B00F3J4B5S,2.0,824.56
V000002396,18/11/14,C0031,B00NQGP42Y,2.0,1135.72
V000002397,18/11/14,C0032,B01KBH547A,2.0,483.74
V000002398,18/11/14,C0033,B00NQGP42Y,3.0,1703.58
V000002399,18/11/14,C0034,B018IZ0SWI,4.0,1548.72
V000002400,18/11/14,C0035,B018IZ0SWI,1.0,387.18
V000002401,18/11/14,C0036,B016381QZA,2.0,963.88
V000002402,18/11/14,C0037,B00K15Q2B0,1.0,517.96
V000002403,18/11/14,C0038,B01DZJFWNC,3.0,715.86
V000002404,18/11/14,C0039,B00NQGP42Y,3.0,1703.58
V000002405,18/11/14,C0040,B018IZ0SWI,1.0,387.18
V000002406,18/11/14,C0041,B00K15Q2B0,1.0,517.96
V000002407,18/11/14,C0042,B00F3J4B5S,1.0,412.28
V000002408,18/11/14,C0043,B00J0O5J4Y,2.0,804.48
V000002409,18/11/14,C0044,B016381QZA,1.0,481.94
V000002410,18/11/14,C0045,B00J0O5J4Y,2.0,804.48
V000002411,18/11/14,C0046,B00NQGP42Y,3.0,1703.58
V000002412,18/11/14,C0047,B01DZJFWNC,1.0,238.62
V000002413,18/11/14,C0048,B015YCRYZM,2.0,962.22
V000002414,18/11/14,C0049,B016B7INC2,3.0,731.34
V000002415,18/11/14,C0050,B01KBH547A,3.0,725.61
V000002416,18/11/14,C0051,B01KBH547A,21.0,5079.27
V000002417,18/11/14,C0052,B00F3J4B5S,3.0,1236.84
V000002418,18/11/14,C0053,B00NQGP42Y,4.0,2271.44
V000002419,18/11/14,C0054,B01EYT1URO,3.0,941.0699999999999
V000002420,18/11/14,C0055,B00K15Q2B0,10.0,5179.6
V000002421,18/11/14,C0056,B018IZ0SWI,1.0,387.18
V000002422,18/11/14,C0057,B018IZ0SWI,1.0,387.18
V000002423,19/11/14,C0058,B00NQGP42Y,1.0,567.86
V000002424,19/11/14,C0059,B018IZ0SWI,24.0,9292.32
V000002425,19/11/14,C0060,B00K15Q2B0,2.0,1035.92
V000002426,19/11/14,C0061,B00K15Q2B0,3.0,1553.88
V000002427,19/11/14,C0062,B018IZ0SWI,4.0,1548.72
V000002428,19/11/14,C0063,B00F3J4B5S,3.0,1236.84
V000002429,19/11/14,C0064,B01KBH547A,4.0,967.48
V000002430,19/11/14,C0065,B016B7INC2,1.0,243.78
V000002431,19/11/14,C0066,B00K15Q2B0,1.0,517.96
V000002432,19/11/14,C0067,B00NQGP42Y,1.0,567.86
V000002433,19/11/14,C0068,B01KBH547A,3.0,725.61
V000002434,19/11/14,C0069,B01EYT1URO,3.0,941.0699999999999
V000002435,19/11/14,C0070,B01LQV1YHO,4.0,1552.56
V000002436,19/11/14,C0002,B01DZJFWNC,3.0,715.86
V000002437,19/11/14,C0012,B00F3J4B5S,3.0,1236.84
V000002438,19/11/14,C0011,B01LQV1YHO,2.0,776.28
V000002439,19/11/14,C0003,B00NQGP42Y,1.0,567.86
V000002440,19/11/14,C0019,B01KBH547A,3.0,725.61
V000002441,19/11/14,C0004,B00F3J4B5S,2.0,824.56
V000002442,19/11/14,C0024,B00K15Q2B0,2.0,1035.92
V000002443,19/11/14,C0007,B01LQV1YHO,11.0,4269.54
V000002444,19/11/14,C0005,B018IZ0SWI,3.0,1161.54
V000002445,19/11/14,C0006,B01LQV1YHO,1.0,388.14
V000002446,19/11/14,C0009,B01LQV1YHO,3.0,1164.42
V000002447,19/11/14,C0001,B016B7INC2,2.0,487.56
V000002448,19/11/14,C0008,B00F3J4B5S,3.0,1236.84
V000002449,19/11/14,C0010,B00NQGP42Y,2.0,1135.72
V000002450,19/11/14,C0013,B00K15Q2B0,3.0,1553.88
V000002451,19/11/14,C0014,B01EYT1URO,1.0,313.69
V000002452,19/11/14,C0016,B01EYT1URO,13.0,4077.97
V000002453,19/11/14,C0017,B00F3J4B5S,3.0,1236.84
V000002454,19/11/14,C0015,B01LQV1YHO,3.0,1164.42
V000002455,19/11/14,C0018,B00J0O5J4Y,2.0,804.48
V000002456,19/11/14,C0020,B00K15Q2B0,3.0,1553.88
V000002457,19/11/14,C0023,B00K15Q2B0,1.0,517.96
V000002458,19/11/14,C0025,B00K15Q2B0,2.0,1035.92
V000002459,19/11/14,C0026,B00J0O5J4Y,2.0,804.48
V000002460,19/11/14,C0027,B016B7INC2,2.0,487.56
V000002461,19/11/14,C0028,B01EYT1URO,3.0,941.0699999999999
V000002462,19/11/14,C0029,B00K15Q2B0,1.0,517.96
V000002463,19/11/14,C0030,B01EYT1URO,3.0,941.0699999999999
V000002464,19/11/14,C0022,B00F3J4B5S,2.0,824.56
V000002465,19/11/14,C0021,B01KBH547A,2.0,483.74
V000002466,19/11/14,C0031,B00K15Q2B0,3.0,1553.88
V000002467,19/11/14,C0032,B01LQV1YHO,3.0,1164.42
V000002468,19/11/14,C0033,B01EYT1URO,3.0,941.0699999999999
V000002469,19/11/14,C0034,B00F3J4B5S,1.0,412.28
V000002470,19/11/14,C0035,B016381QZA,1.0,481.94
V000002471,19/11/14,C0036,B00K15Q2B0,3.0,1553.88
V000002472,19/11/14,C0037,B016B7INC2,11.0,2681.58
V000002473,19/11/14,C0038,B01EYT1URO,3.0,941.0699999999999
V000002474,19/11/14,C0039,B016381QZA,3.0,1445.82
V000002475,19/11/14,C0040,B00NQGP42Y,11.0,6246.46
V000002476,19/11/14,C0041,B00K15Q2B0,1.0,517.96
V000002477,19/11/14,C0042,B01KBH547A,1.0,241.87
V000002478,19/11/14,C0043,B00K15Q2B0,1.0,517.96
V000002479,19/11/14,C0044,B018IZ0SWI,3.0,1161.54
V000002480,19/11/14,C0045,B016381QZA,1.0,481.94
V000002481,19/11/14,C0046,B00F3J4B5S,2.0,824.56
V000002482,20/11/14,C0047,B018IZ0SWI,1.0,387.18
V000002483,20/11/14,C0048,B00F3J4B5S,2.0,824.56
V000002484,20/11/14,C0049,B018IZ0SWI,2.0,774.36
V000002485,20/11/14,C0050,B00K15Q2B0,2.0,1035.92
V000002486,20/11/14,C0051,B01LQV1YHO,2.0,776.28
V000002487,20/11/14,C0052,B016381QZA,2.0,963.88
V000002488,20/11/14,C0053,B00NQGP42Y,1.0,567.86
V000002489,20/11/14,C0054,B00F3J4B5S,1.0,412.28
V000002490,20/11/14,C0055,B01KBH547A,1.0,241.87
V000002491,20/11/14,C0056,B018IZ0SWI,2.0,774.36
V000002492,20/11/14,C0057,B016B7INC2,8.0,1950.24
V000002493,20/11/14,C0058,B01KBH547A,2.0,483.74
V000002494,20/11/14,C0059,B00NQGP42Y,2.0,1135.72
V000002495,20/11/14,C0060,B018IZ0SWI,2.0,774.36
V000002496,20/11/14,C0061,B01DZJFWNC,3.0,715.86
V000002497,20/11/14,C0062,B018IZ0SWI,16.0,6194.88
V000002498,20/11/14,C0063,B01DZJFWNC,4.0,954.48
V000002499,20/11/14,C0064,B00NQGP42Y,7.0,3975.02
V000002500,20/11/14,C0065,B00F3J4B5S,1.0,412.28
V000002501,20/11/14,C0066,B00NQGP42Y,1.0,567.86
V000002502,20/11/14,C0067,B00K15Q2B0,3.0,1553.88
V000002503,20/11/14,C0068,B016B7INC2,24.0,5850.72
V000002504,20/11/14,C0069,B00K15Q2B0,6.0,3107.76
V000002505,20/11/14,C0070,B00F3J4B5S,3.0,1236.84
V000002506,20/11/14,C0002,B00K15Q2B0,2.0,1035.92
V000002507,20/11/14,C0012,B00NQGP42Y,2.0,1135.72
V000002508,20/11/14,C0011,B00K15Q2B0,9.0,4661.64
V000002509,20/11/14,C0003,B00F3J4B5S,1.0,412.28
V000002510,20/11/14,C0019,B01EYT1URO,4.0,1254.76
V000002511,20/11/14,C0004,B018IZ0SWI,3.0,1161.54
V000002512,20/11/14,C0024,B016B7INC2,7.0,1706.46
V000002513,20/11/14,C0007,B018IZ0SWI,3.0,1161.54
V000002514,20/11/14,C0005,B00F3J4B5S,3.0,1236.84
V000002515,20/11/14,C0006,B01KBH547A,3.0,725.61
V000002516,20/11/14,C0009,B01EYT1URO,1.0,313.69
V000002517,20/11/14,C0001,B01KBH547A,2.0,483.74
V000002518,20/11/14,C0008,B016381QZA,3.0,1445.82
V000002519,20/11/14,C0010,B00NQGP42Y,2.0,1135.72
V000002520,20/11/14,C0013,B01DZJFWNC,1.0,238.62
V000002521,20/11/14,C0014,B01DZJFWNC,5.0,1193.1
