código_venta,fecha,códigocliente,códigoproducto,unidades_predichas,preciototal
V000081848,2025-11-14,C0070,B018IZ0SWI,12,4646.16
V000081849,2025-11-14,C0060,B018IZ0SWI,22,8517.960000000001
V000081850,2025-11-14,C0046,B01KBH547A,14,3386.1800000000003
V000081851,2025-11-14,C0062,B00NQGP42Y,14,7950.04
V000081852,2025-11-14,C0004,B00K15Q2B0,13,6733.4800000000005
V000081853,2025-11-14,C0063,B01KBH547A,13,3144.31
V000081854,2025-11-14,C0062,B00K15Q2B0,18,9323.28
V000081855,2025-11-14,C0014,B01DZJFWNC,24,5726.88
V000081856,2025-11-14,C0049,B00F3J4B5S,8,3298.24
V000081857,2025-11-14,C0045,B01KBH547A,10,2418.7
V000081858,2025-11-14,C0048,B01EYT1URO,16,5019.04
V000081859,2025-11-14,C0031,B016B7INC2,6,1462.68
V000081860,2025-11-14,C0003,B01LQV1YHO,8,3105.12
V000081861,2025-11-14,C0029,B018IZ0SWI,13,5033.34
V000081862,2025-11-14,C0021,B01DZJFWNC,4,954.48
V000081863,2025-11-14,C0058,B01EYT1URO,16,5019.04
V000081864,2025-11-14,C0049,B01EYT1URO,6,1882.1399999999999
V000081865,2025-11-14,C0007,B00NQGP42Y,9,5110.74
V000081866,2025-11-14,C0042,B00K15Q2B0,9,4661.64
V000081867,2025-11-14,C0033,B018IZ0SWI,24,9292.32
V000081868,2025-11-14,C0033,B016B7INC2,1,243.78
V000081869,2025-11-14,C0016,B015YCRYZM,3,1443.33
V000081870,2025-11-14,C0050,B016B7INC2,5,1218.9
V000081871,2025-11-14,C0022,B018IZ0SWI,12,4646.16
V000081872,2025-11-14,C0044,B01KBH547A,14,3386.1800000000003
V000081873,2025-11-15,C0049,B01LQV1YHO,7,2716.98
V000081874,2025-11-15,C0051,B01EYT1URO,1,313.69
V000081875,2025-11-15,C0038,B016B7INC2,3,731.34
V000081876,2025-11-15,C0025,B016B7INC2,5,1218.9
V000081877,2025-11-15,C0015,B00NQGP42Y,9,5110.74
V000081878,2025-11-15,C0015,B016B7INC2,2,487.56
V000081879,2025-11-15,C0061,B00NQGP42Y,8,4542.88
V000081880,2025-11-15,C0026,B015YCRYZM,5,2405.55
V000081881,2025-11-15,C0053,B01DZJFWNC,2,477.24
V000081882,2025-11-15,C0037,B00K15Q2B0,11,5697.56
V000081883,2025-11-15,C0004,B016B7INC2,2,487.56
V000081884,2025-11-15,C0070,B01LQV1YHO,3,1164.42
V000081885,2025-11-15,C0007,B00F3J4B5S,10,4122.799999999999
V000081886,2025-11-15,C0070,B00K15Q2B0,7,3625.7200000000003
V000081887,2025-11-15,C0046,B016381QZA,19,9156.86
V000081888,2025-11-15,C0006,B01EYT1URO,8,2509.52
V000081889,2025-11-15,C0066,B00F3J4B5S,7,2885.96
V000081890,2025-11-15,C0067,B016381QZA,1,481.94
V000081891,2025-11-15,C0023,B016381QZA,14,6747.16
V000081892,2025-11-15,C0043,B00K15Q2B0,14,7251.4400000000005
V000081893,2025-11-15,C0040,B00K15Q2B0,12,6215.52
V000081894,2025-11-15,C0068,B00K15Q2B0,6,3107.76
V000081895,2025-11-15,C0008,B00F3J4B5S,18,7421.039999999999
V000081896,2025-11-15,C0008,B016381QZA,5,2409.7
V000081897,2025-11-16,C0050,B015YCRYZM,1,481.11
V000081898,2025-11-16,C0030,B00NQGP42Y,13,7382.18
V000081899,2025-11-16,C0048,B01DZJFWNC,8,1908.96
V000081900,2025-11-16,C0052,B00NQGP42Y,5,2839.3
V000081901,2025-11-16,C0051,B015YCRYZM,13,6254.43
V000081902,2025-11-16,C0053,B01LQV1YHO,5,1940.6999999999998
V000081903,2025-11-16,C0020,B018IZ0SWI,26,10066.68
V000081904,2025-11-16,C0002,B01LQV1YHO,17,6598.38
V000081905,2025-11-16,C0069,B01EYT1URO,8,2509.52
V000081906,2025-11-16,C0058,B00J0O5J4Y,4,1608.96
V000081907,2025-11-16,C0015,B01LQV1YHO,5,1940.6999999999998
V000081908,2025-11-16,C0011,B016381QZA,4,1927.76
V000081909,2025-11-16,C0019,B01DZJFWNC,7,1670.3400000000001
V000081910,2025-11-16,C0013,B01KBH547A,15,3628.05
V000081911,2025-11-16,C0031,B01LQV1YHO,7,2716.98
V000081912,2025-11-16,C0050,B00NQGP42Y,8,4542.88
V000081913,2025-11-16,C0044,B00F3J4B5S,4,1649.12
V000081914,2025-11-16,C0064,B016B7INC2,3,731.34
V000081915,2025-11-16,C0019,B01KBH547A,8,1934.96
V000081916,2025-11-16,C0021,B01KBH547A,7,1693.0900000000001
V000081917,2025-11-16,C0019,B01EYT1URO,5,1568.45
V000081918,2025-11-16,C0045,B015YCRYZM,4,1924.44
V000081919,2025-11-16,C0068,B016381QZA,9,4337.46
V000081920,2025-11-16,C0014,B015YCRYZM,5,2405.55
V000081921,2025-11-16,C0044,B00NQGP42Y,9,5110.74
V000081922,2025-11-17,C0014,B01KBH547A,10,2418.7
V000081923,2025-11-17,C0035,B018IZ0SWI,14,5420.52
V000081924,2025-11-17,C0070,B00F3J4B5S,11,4535.08
V000081925,2025-11-17,C0054,B00F3J4B5S,4,1649.12
V000081926,2025-11-17,C0012,B01DZJFWNC,3,715.86
V000081927,2025-11-17,C0063,B01DZJFWNC,6,1431.72
V000081928,2025-11-17,C0045,B00K15Q2B0,21,10877.16
V000081929,2025-11-17,C0056,B01EYT1URO,13,4077.97
V000081930,2025-11-17,C0007,B015YCRYZM,11,5292.21
V000081931,2025-11-17,C0027,B01DZJFWNC,13,3102.06
V000081932,2025-11-17,C0066,B00J0O5J4Y,2,804.48
V000081933,2025-11-17,C0010,B00F3J4B5S,16,6596.48
V000081934,2025-11-17,C0050,B016381QZA,4,1927.76
V000081935,2025-11-17,C0007,B01EYT1URO,7,2195.83
V000081936,2025-11-17,C0001,B016B7INC2,6,1462.68
V000081937,2025-11-17,C0001,B00K15Q2B0,9,4661.64
V000081938,2025-11-17,C0005,B00NQGP42Y,8,4542.88
V000081939,2025-11-17,C0063,B00K15Q2B0,13,6733.4800000000005
V000081940,2025-11-17,C0013,B016B7INC2,4,975.12
V000081941,2025-11-17,C0008,B018IZ0SWI,13,5033.34
V000081942,2025-11-17,C0025,B018IZ0SWI,15,5807.7
V000081943,2025-11-17,C0062,B016381QZA,3,1445.82
V000081944,2025-11-17,C0000,B01DZJFWNC,5,1193.1
V000081945,2025-11-17,C0043,B018IZ0SWI,5,1935.9
V000081946,2025-11-17,C0023,B00J0O5J4Y,2,804.48
V000081947,2025-11-17,C0043,B016B7INC2,4,975.12
V000081948,2025-11-17,C0039,B01LQV1YHO,10,3881.3999999999996
V000081949,2025-11-17,C0047,B016381QZA,9,4337.46
V000081950,2025-11-17,C0031,B016381QZA,10,4819.4
V000081951,2025-11-18,C0033,B00F3J4B5S,5,2061.3999999999996
V000081952,2025-11-18,C0004,B00J0O5J4Y,5,2011.2
V000081953,2025-11-18,C0014,B01EYT1URO,6,1882.1399999999999
V000081954,2025-11-18,C0015,B016381QZA,7,3373.58
V000081955,2025-11-18,C0015,B00J0O5J4Y,4,1608.96
V000081956,2025-11-18,C0049,B018IZ0SWI,19,7356.42
V000081957,2025-11-18,C0051,B016381QZA,4,1927.76
V000081958,2025-11-18,C0021,B00F3J4B5S,9,3710.5199999999995
V000081959,2025-11-18,C0042,B016381QZA,3,1445.82
V000081960,2025-11-18,C0009,B018IZ0SWI,18,6969.24
V000081961,2025-11-18,C0068,B00NQGP42Y,5,2839.3
V000081962,2025-11-18,C0029,B00NQGP42Y,8,4542.88
V000081963,2025-11-18,C0022,B01DZJFWNC,10,2386.2
V000081964,2025-11-18,C0004,B018IZ0SWI,17,6582.06
V000081965,2025-11-18,C0041,B018IZ0SWI,8,3097.44
V000081966,2025-11-18,C0005,B016B7INC2,1,243.78
V000081967,2025-11-18,C0066,B015YCRYZM,1,481.11
V000081968,2025-11-18,C0006,B01KBH547A,11,2660.57
V000081969,2025-11-18,C0004,B01LQV1YHO,13,5045.82
V000081970,2025-11-18,C0017,B00NQGP42Y,18,10221.48
V000081971,2025-11-18,C0025,B01LQV1YHO,10,3881.3999999999996
V000081972,2025-11-18,C0027,B00J0O5J4Y,4,1608.96
V000081973,2025-11-18,C0045,B016B7INC2,5,1218.9
V000081974,2025-11-18,C0024,B01KBH547A,25,6046.75
V000081975,2025-11-18,C0007,B01LQV1YHO,9,3493.2599999999998
V000081976,2025-11-18,C0039,B00NQGP42Y,6,3407.16
V000081977,2025-11-18,C0025,B00NQGP42Y,14,7950.04
V000081978,2025-11-19,C0035,B015YCRYZM,1,481.11
V000081979,2025-11-19,C0067,B01DZJFWNC,7,1670.3400000000001
V000081980,2025-11-19,C0032,B018IZ0SWI,17,6582.06
V000081981,2025-11-19,C0026,B01LQV1YHO,2,776.28
V000081982,2025-11-19,C0013,B00NQGP42Y,7,3975.02
V000081983,2025-11-19,C0051,B00F3J4B5S,11,4535.08
V000081984,2025-11-19,C0004,B01EYT1URO,1,313.69
V000081985,2025-11-19,C0007,B016B7INC2,13,3169.14
V000081986,2025-11-19,C0059,B01KBH547A,16,3869.92
V000081987,2025-11-19,C0041,B016381QZA,9,4337.46
V000081988,2025-11-19,C0013,B01DZJFWNC,13,3102.06
V000081989,2025-11-19,C0024,B01LQV1YHO,3,1164.42
V000081990,2025-11-19,C0031,B01KBH547A,13,3144.31
V000081991,2025-11-19,C0058,B01KBH547A,16,3869.92
V000081992,2025-11-19,C0003,B00NQGP42Y,12,6814.32
V000081993,2025-11-19,C0030,B01KBH547A,14,3386.1800000000003
V000081994,2025-11-19,C0028,B01DZJFWNC,9,2147.58
V000081995,2025-11-19,C0055,B01EYT1URO,6,1882.1399999999999
V000081996,2025-11-19,C0036,B016381QZA,9,4337.46
V000081997,2025-11-19,C0004,B00NQGP42Y,5,2839.3
V000081998,2025-11-19,C0009,B016B7INC2,5,1218.9
V000081999,2025-11-19,C0057,B01EYT1URO,4,1254.76
V000082000,2025-11-19,C0030,B00K15Q2B0,18,9323.28
V000082001,2025-11-20,C0058,B00K15Q2B0,8,4143.68
V000082002,2025-11-20,C0014,B00K15Q2B0,19,9841.240000000002
V000082003,2025-11-20,C0031,B00NQGP42Y,10,5678.6
V000082004,2025-11-20,C0034,B016381QZA,13,6265.22
V000082005,2025-11-20,C0070,B00NQGP42Y,18,10221.48
V000082006,2025-11-20,C0003,B016381QZA,11,5301.34
V000082007,2025-11-20,C0062,B01LQV1YHO,10,3881.3999999999996
V000082008,2025-11-20,C0031,B01DZJFWNC,11,2624.82
V000082009,2025-11-20,C0015,B01EYT1URO,10,3136.9
V000082010,2025-11-20,C0020,B016381QZA,2,963.88
V000082011,2025-11-20,C0061,B015YCRYZM,1,481.11
V000082012,2025-11-20,C0028,B01LQV1YHO,6,2328.84
V000082013,2025-11-20,C0038,B00F3J4B5S,6,2473.68
V000082014,2025-11-20,C0024,B00NQGP42Y,4,2271.44
V000082015,2025-11-20,C0053,B00J0O5J4Y,2,804.48
V000082016,2025-11-20,C0059,B00F3J4B5S,19,7833.32
V000082017,2025-11-20,C0048,B01LQV1YHO,7,2716.98
V000082018,2025-11-20,C0022,B01EYT1URO,7,2195.83
V000082019,2025-11-20,C0022,B016381QZA,13,6265.22
V000082020,2025-11-20,C0020,B01LQV1YHO,6,2328.84
V000082021,2025-11-20,C0037,B015YCRYZM,6,2886.66
V000082022,2025-11-20,C0070,B015YCRYZM,4,1924.44
V000082023,2025-11-20,C0055,B01DZJFWNC,3,715.86
V000082024,2025-11-20,C0009,B00K15Q2B0,10,5179.6
V000082025,2025-11-20,C0018,B00J0O5J4Y,1,402.24
V000082026,2025-11-20,C0017,B01DZJFWNC,1,238.62
V000082027,2025-11-21,C0003,B00J0O5J4Y,6,2413.44
V000082028,2025-11-21,C0005,B01DZJFWNC,9,2147.58
V000082029,2025-11-21,C0014,B016381QZA,8,3855.52
V000082030,2025-11-21,C0022,B00K15Q2B0,5,2589.8
V000082031,2025-11-21,C0056,B00J0O5J4Y,2,804.48
V000082032,2025-11-21,C0043,B01LQV1YHO,4,1552.56
V000082033,2025-11-21,C0017,B018IZ0SWI,18,6969.24
V000082034,2025-11-21,C0006,B00NQGP42Y,22,12492.92
V000082035,2025-11-21,C0015,B01DZJFWNC,2,477.24
V000082036,2025-11-21,C0006,B016B7INC2,4,975.12
V000082037,2025-11-21,C0043,B01DZJFWNC,3,715.86
V000082038,2025-11-21,C0016,B018IZ0SWI,7,2710.26
V000082039,2025-11-21,C0012,B01KBH547A,23,5563.01
V000082040,2025-11-21,C0021,B00NQGP42Y,8,4542.88
V000082041,2025-11-21,C0003,B018IZ0SWI,12,4646.16
V000082042,2025-11-21,C0031,B00F3J4B5S,10,4122.799999999999
V000082043,2025-11-21,C0048,B00F3J4B5S,3,1236.84
V000082044,2025-11-21,C0069,B015YCRYZM,2,962.22
V000082045,2025-11-21,C0059,B018IZ0SWI,10,3871.8
V000082046,2025-11-21,C0014,B016B7INC2,8,1950.24
V000082047,2025-11-21,C0046,B00F3J4B5S,13,5359.639999999999
V000082048,2025-11-21,C0056,B00NQGP42Y,4,2271.44
V000082049,2025-11-21,C0006,B01DZJFWNC,11,2624.82
V000082050,2025-11-21,C0001,B01DZJFWNC,1,238.62
V000082051,2025-11-21,C0045,B00J0O5J4Y,4,1608.96
V000082052,2025-11-21,C0047,B01LQV1YHO,10,3881.3999999999996
V000082053,2025-11-22,C0021,B01EYT1URO,5,1568.45
V000082054,2025-11-22,C0052,B00K15Q2B0,19,9841.240000000002
V000082055,2025-11-22,C0017,B01KBH547A,20,4837.4
V000082056,2025-11-22,C0055,B00NQGP42Y,5,2839.3
V000082057,2025-11-22,C0005,B00F3J4B5S,8,3298.24
V000082058,2025-11-22,C0015,B01KBH547A,7,1693.0900000000001
V000082059,2025-11-22,C0069,B016381QZA,9,4337.46
V000082060,2025-11-22,C0004,B01KBH547A,10,2418.7
V000082061,2025-11-22,C0014,B018IZ0SWI,14,5420.52
V000082062,2025-11-22,C0021,B016381QZA,4,1927.76
V000082063,2025-11-22,C0066,B01KBH547A,16,3869.92
V000082064,2025-11-22,C0019,B00J0O5J4Y,11,4424.64
V000082065,2025-11-22,C0054,B00K15Q2B0,5,2589.8
V000082066,2025-11-22,C0015,B00F3J4B5S,14,5771.92
V000082067,2025-11-22,C0032,B00K15Q2B0,8,4143.68
V000082068,2025-11-22,C0023,B00F3J4B5S,24,9894.72
V000082069,2025-11-22,C0026,B00F3J4B5S,6,2473.68
V000082070,2025-11-22,C0063,B00J0O5J4Y,2,804.48
V000082071,2025-11-22,C0063,B016381QZA,9,4337.46
V000082072,2025-11-22,C0065,B016381QZA,3,1445.82
V000082073,2025-11-22,C0008,B00J0O5J4Y,4,1608.96
V000082074,2025-11-22,C0049,B01KBH547A,26,6288.62
V000082075,2025-11-22,C0046,B00NQGP42Y,6,3407.16
V000082076,2025-11-22,C0044,B01EYT1URO,9,2823.21
V000082077,2025-11-22,C0012,B00K15Q2B0,6,3107.76
V000082078,2025-11-22,C0048,B018IZ0SWI,17,6582.06
V000082079,2025-11-22,C0044,B01DZJFWNC,5,1193.1
V000082080,2025-11-22,C0048,B00K15Q2B0,19,9841.240000000002
V000082081,2025-11-22,C0038,B018IZ0SWI,8,3097.44
V000082082,2025-11-22,C0045,B00NQGP42Y,11,6246.46
V000082083,2025-11-22,C0065,B01EYT1URO,9,2823.21
V000082084,2025-11-23,C0008,B016B7INC2,5,1218.9
V000082085,2025-11-23,C0032,B01KBH547A,13,3144.31
V000082086,2025-11-23,C0060,B01EYT1URO,2,627.38
V000082087,2025-11-23,C0003,B01EYT1URO,11,3450.59
V000082088,2025-11-23,C0040,B016381QZA,2,963.88
V000082089,2025-11-23,C0057,B016381QZA,10,4819.4
V000082090,2025-11-23,C0066,B01DZJFWNC,6,1431.72
V000082091,2025-11-23,C0058,B00NQGP42Y,6,3407.16
V000082092,2025-11-23,C0056,B01LQV1YHO,13,5045.82
V000082093,2025-11-23,C0069,B016B7INC2,1,243.78
V000082094,2025-11-23,C0050,B01KBH547A,16,3869.92
V000082095,2025-11-23,C0035,B01LQV1YHO,1,388.14
V000082096,2025-11-23,C0050,B01LQV1YHO,4,1552.56
V000082097,2025-11-23,C0070,B016B7INC2,6,1462.68
V000082098,2025-11-23,C0020,B00NQGP42Y,13,7382.18
V000082099,2025-11-23,C0055,B018IZ0SWI,11,4258.9800000000005
V000082100,2025-11-23,C0060,B016B7INC2,3,731.34
V000082101,2025-11-23,C0052,B00F3J4B5S,9,3710.5199999999995
V000082102,2025-11-23,C0062,B016B7INC2,4,975.12
V000082103,2025-11-23,C0055,B016B7INC2,4,975.12
V000082104,2025-11-23,C0033,B00NQGP42Y,6,3407.16
V000082105,2025-11-23,C0018,B018IZ0SWI,13,5033.34
V000082106,2025-11-24,C0048,B015YCRYZM,1,481.11
V000082107,2025-11-24,C0002,B01EYT1URO,4,1254.76
V000082108,2025-11-24,C0047,B00K15Q2B0,8,4143.68
V000082109,2025-11-24,C0053,B00K15Q2B0,19,9841.240000000002
V000082110,2025-11-24,C0063,B018IZ0SWI,11,4258.9800000000005
V000082111,2025-11-24,C0061,B00K15Q2B0,8,4143.68
V000082112,2025-11-24,C0056,B00K15Q2B0,8,4143.68
V000082113,2025-11-24,C0028,B00J0O5J4Y,9,3620.16
V000082114,2025-11-24,C0067,B01KBH547A,18,4353.66
V000082115,2025-11-24,C0027,B00NQGP42Y,10,5678.6
V000082116,2025-11-24,C0039,B01KBH547A,18,4353.66
V000082117,2025-11-24,C0011,B01KBH547A,8,1934.96
V000082118,2025-11-24,C0026,B01KBH547A,14,3386.1800000000003
V000082119,2025-11-24,C0055,B016381QZA,12,5783.28
V000082120,2025-11-24,C0011,B00NQGP42Y,13,7382.18
V000082121,2025-11-24,C0017,B00F3J4B5S,7,2885.96
V000082122,2025-11-24,C0036,B01KBH547A,13,3144.31
V000082123,2025-11-24,C0053,B01EYT1URO,9,2823.21
V000082124,2025-11-24,C0070,B01DZJFWNC,1,238.62
V000082125,2025-11-24,C0069,B018IZ0SWI,6,2323.08
V000082126,2025-11-24,C0019,B00K15Q2B0,18,9323.28
V000082127,2025-11-24,C0034,B016B7INC2,4,975.12
V000082128,2025-11-24,C0020,B015YCRYZM,5,2405.55
V000082129,2025-11-24,C0007,B01DZJFWNC,1,238.62
V000082130,2025-11-25,C0022,B01KBH547A,11,2660.57
V000082131,2025-11-25,C0028,B018IZ0SWI,18,6969.24
V000082132,2025-11-25,C0055,B00F3J4B5S,10,4122.799999999999
V000082133,2025-11-25,C0009,B01KBH547A,22,5321.14
V000082134,2025-11-25,C0068,B00F3J4B5S,16,6596.48
V000082135,2025-11-25,C0061,B01EYT1URO,5,1568.45
V000082136,2025-11-25,C0052,B018IZ0SWI,22,8517.960000000001
V000082137,2025-11-25,C0053,B01KBH547A,14,3386.1800000000003
V000082138,2025-11-25,C0007,B018IZ0SWI,20,7743.6
V000082139,2025-11-25,C0009,B00NQGP42Y,9,5110.74
V000082140,2025-11-25,C0041,B00K15Q2B0,20,10359.2
V000082141,2025-11-25,C0026,B00J0O5J4Y,6,2413.44
V000082142,2025-11-25,C0018,B016381QZA,15,7229.1
V000082143,2025-11-25,C0038,B01KBH547A,13,3144.31
V000082144,2025-11-25,C0019,B00NQGP42Y,25,14196.5
V000082145,2025-11-25,C0029,B01EYT1URO,3,941.0699999999999
V000082146,2025-11-25,C0067,B00K15Q2B0,5,2589.8
V000082147,2025-11-25,C0048,B00NQGP42Y,6,3407.16
V000082148,2025-11-25,C0063,B00NQGP42Y,16,9085.76
V000082149,2025-11-25,C0002,B00J0O5J4Y,4,1608.96
V000082150,2025-11-25,C0037,B00NQGP42Y,18,10221.48
V000082151,2025-11-25,C0030,B01EYT1URO,3,941.0699999999999
V000082152,2025-11-25,C0070,B01KBH547A,4,967.48
V000082153,2025-11-25,C0042,B01KBH547A,7,1693.0900000000001
V000082154,2025-11-25,C0051,B01DZJFWNC,2,477.24
V000082155,2025-11-25,C0063,B00F3J4B5S,11,4535.08
V000082156,2025-11-25,C0053,B018IZ0SWI,23,8905.14
V000082157,2025-11-25,C0064,B01EYT1URO,14,4391.66
V000082158,2025-11-25,C0061,B00J0O5J4Y,7,2815.6800000000003
V000082159,2025-11-25,C0065,B00J0O5J4Y,1,402.24
V000082160,2025-11-25,C0003,B01DZJFWNC,12,2863.44
V000082161,2025-11-26,C0012,B016B7INC2,2,487.56
V000082162,2025-11-26,C0050,B018IZ0SWI,24,9292.32
V000082163,2025-11-26,C0044,B01LQV1YHO,2,776.28
V000082164,2025-11-26,C0026,B01EYT1URO,2,627.38
V000082165,2025-11-26,C0058,B01LQV1YHO,1,388.14
V000082166,2025-11-26,C0041,B00NQGP42Y,12,6814.32
V000082167,2025-11-26,C0060,B01LQV1YHO,3,1164.42
V000082168,2025-11-26,C0059,B01LQV1YHO,1,388.14
V000082169,2025-11-26,C0010,B01KBH547A,20,4837.4
V000082170,2025-11-26,C0006,B00F3J4B5S,6,2473.68
V000082171,2025-11-26,C0020,B01KBH547A,1,241.87
V000082172,2025-11-26,C0017,B01LQV1YHO,1,388.14
V000082173,2025-11-26,C0052,B01KBH547A,6,1451.22
V000082174,2025-11-26,C0054,B01EYT1URO,6,1882.1399999999999
V000082175,2025-11-26,C0038,B00NQGP42Y,1,567.86
V000082176,2025-11-26,C0057,B01DZJFWNC,28,6681.360000000001
V000082177,2025-11-26,C0001,B00F3J4B5S,21,8657.88
V000082178,2025-11-26,C0059,B00NQGP42Y,1,567.86
V000082179,2025-11-26,C0054,B01KBH547A,13,3144.31
V000082180,2025-11-26,C0015,B018IZ0SWI,27,10453.86
V000082181,2025-11-26,C0054,B018IZ0SWI,16,6194.88
V000082182,2025-11-26,C0013,B016381QZA,28,13494.32
V000082183,2025-11-26,C0026,B018IZ0SWI,19,7356.42
V000082184,2025-11-26,C0008,B01LQV1YHO,6,2328.84
V000082185,2025-11-26,C0033,B016381QZA,8,3855.52
V000082186,2025-11-26,C0029,B01DZJFWNC,4,954.48
V000082187,2025-11-26,C0036,B00K15Q2B0,8,4143.68
V000082188,2025-11-26,C0068,B016B7INC2,3,731.34
V000082189,2025-11-26,C0045,B00F3J4B5S,9,3710.5199999999995
V000082190,2025-11-26,C0048,B016381QZA,6,2891.64
V000082191,2025-11-26,C0012,B01EYT1URO,11,3450.59
V000082192,2025-11-27,C0066,B00NQGP42Y,7,3975.02
V000082193,2025-11-27,C0009,B01LQV1YHO,1,388.14
V000082194,2025-11-27,C0064,B00K15Q2B0,11,5697.56
V000082195,2025-11-27,C0060,B01DZJFWNC,7,1670.3400000000001
V000082196,2025-11-27,C0066,B00K15Q2B0,8,4143.68
V000082197,2025-11-27,C0032,B00F3J4B5S,10,4122.799999999999
V000082198,2025-11-27,C0014,B00NQGP42Y,20,11357.2
V000082199,2025-11-27,C0005,B015YCRYZM,4,1924.44
V000082200,2025-11-27,C0051,B00K15Q2B0,12,6215.52
V000082201,2025-11-27,C0066,B016381QZA,5,2409.7
V000082202,2025-11-27,C0033,B01LQV1YHO,7,2716.98
V000082203,2025-11-27,C0040,B01KBH547A,18,4353.66
V000082204,2025-11-27,C0032,B00J0O5J4Y,1,402.24
V000082205,2025-11-27,C0051,B018IZ0SWI,10,3871.8
V000082206,2025-11-28,C0017,B016381QZA,13,6265.22
V000082207,2025-11-28,C0044,B018IZ0SWI,12,4646.16
V000082208,2025-11-28,C0040,B00F3J4B5S,6,2473.68
V000082209,2025-11-28,C0047,B01EYT1URO,3,941.0699999999999
V000082210,2025-11-28,C0026,B016381QZA,4,1927.76
V000082211,2025-11-28,C0038,B01LQV1YHO,7,2716.98
V000082212,2025-11-28,C0033,B00K15Q2B0,20,10359.2
V000082213,2025-11-28,C0044,B015YCRYZM,3,1443.33
V000082214,2025-11-28,C0067,B018IZ0SWI,28,10841.04
V000082215,2025-11-28,C0039,B00F3J4B5S,11,4535.08
V000082216,2025-11-28,C0039,B00J0O5J4Y,1,402.24
V000082217,2025-11-28,C0034,B018IZ0SWI,19,7356.42
V000082218,2025-11-28,C0007,B00J0O5J4Y,1,402.24
V000082219,2025-11-28,C0022,B016B7INC2,5,1218.9
V000082220,2025-11-28,C0067,B00F3J4B5S,17,7008.759999999999
V000082221,2025-11-28,C0049,B016B7INC2,2,487.56
V000082222,2025-11-28,C0016,B00F3J4B5S,4,1649.12
V000082223,2025-11-28,C0037,B00F3J4B5S,8,3298.24
V000082224,2025-11-28,C0053,B016B7INC2,9,2194.02
V000082225,2025-11-28,C0036,B015YCRYZM,12,5773.32
V000082226,2025-11-28,C0022,B00J0O5J4Y,9,3620.16
V000082227,2025-11-28,C0021,B01LQV1YHO,9,3493.2599999999998
V000082228,2025-11-28,C0029,B00K15Q2B0,12,6215.52
V000082229,2025-11-28,C0024,B00J0O5J4Y,6,2413.44
V000082230,2025-11-28,C0004,B016381QZA,10,4819.4
V000082231,2025-11-28,C0010,B016B7INC2,13,3169.14
V000082232,2025-11-28,C0037,B00J0O5J4Y,6,2413.44
V000082233,2025-12-01,C0065,B015YCRYZM,8,3848.88
V000082234,2025-12-01,C0070,B01EYT1URO,5,1568.45
V000082235,2025-12-01,C0013,B016381QZA,9,4337.46
V000082236,2025-12-01,C0007,B016381QZA,11,5301.34
V000082237,2025-12-01,C0064,B015YCRYZM,4,1924.44
V000082238,2025-12-01,C0062,B00K15Q2B0,13,6733.4800000000005
V000082239,2025-12-01,C0007,B015YCRYZM,3,1443.33
V000082240,2025-12-01,C0058,B01DZJFWNC,3,715.86
V000082241,2025-12-01,C0030,B01KBH547A,24,5804.88
V000082242,2025-12-01,C0041,B01LQV1YHO,5,1940.6999999999998
V000082243,2025-12-01,C0024,B016381QZA,7,3373.58
V000082244,2025-12-01,C0023,B00F3J4B5S,14,5771.92
V000082245,2025-12-01,C0005,B00K15Q2B0,17,8805.32
V000082246,2025-12-01,C0002,B016B7INC2,3,731.34
V000082247,2025-12-01,C0037,B01DZJFWNC,4,954.48
V000082248,2025-12-01,C0010,B01EYT1URO,5,1568.45
V000082249,2025-12-01,C0068,B00J0O5J4Y,8,3217.92
V000082250,2025-12-01,C0043,B01EYT1URO,7,2195.83
V000082251,2025-12-01,C0013,B016B7INC2,3,731.34
V000082252,2025-12-01,C0053,B00F3J4B5S,16,6596.48
V000082253,2025-12-01,C0036,B01DZJFWNC,6,1431.72
V000082254,2025-12-01,C0046,B00J0O5J4Y,1,402.24
V000082255,2025-12-02,C0020,B018IZ0SWI,24,9292.32
V000082256,2025-12-02,C0010,B01DZJFWNC,4,954.48
V000082257,2025-12-02,C0057,B00NQGP42Y,5,2839.3
V000082258,2025-12-02,C0067,B018IZ0SWI,26,10066.68
V000082259,2025-12-02,C0001,B00K15Q2B0,22,11395.12
V000082260,2025-12-02,C0065,B00NQGP42Y,7,3975.02
V000082261,2025-12-02,C0024,B01KBH547A,10,2418.7
V000082262,2025-12-02,C0062,B016B7INC2,2,487.56
V000082263,2025-12-02,C0016,B016381QZA,5,2409.7
V000082264,2025-12-02,C0032,B018IZ0SWI,15,5807.7
V000082265,2025-12-02,C0054,B015YCRYZM,4,1924.44
V000082266,2025-12-02,C0050,B00NQGP42Y,8,4542.88
V000082267,2025-12-02,C0036,B00NQGP42Y,9,5110.74
V000082268,2025-12-02,C0069,B018IZ0SWI,15,5807.7
V000082269,2025-12-02,C0061,B00F3J4B5S,26,10719.279999999999
V000082270,2025-12-02,C0034,B00J0O5J4Y,1,402.24
V000082271,2025-12-02,C0015,B015YCRYZM,6,2886.66
V000082272,2025-12-02,C0011,B01KBH547A,16,3869.92
V000082273,2025-12-02,C0031,B016B7INC2,4,975.12
V000082274,2025-12-03,C0010,B00NQGP42Y,14,7950.04
V000082275,2025-12-03,C0043,B016381QZA,9,4337.46
